         3881116 function calls (3838170 primitive calls) in 165.909 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 {built-in method tmpafue0g1q.m67db96e26e43b9444e36bac74bd701c8b269e89c5530ba49b44c38a862211888.instantiate}
        1    0.000    0.000    0.000    0.000 mmal.py:2116(MMAL_EVENT_FORMAT_CHANGED_T)
        6    0.000    0.000    0.000    0.000 utils.py:436(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 basic.py:3736(StructuredDotGradCSR)
        1    0.000    0.000    0.000    0.000 selections.py:120(Selection)
        1    0.000    0.000    0.000    0.000 toolbox.py:467(ReplaceValidate)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 pickle.py:183(_Framer)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(FeedParser)
       24    0.000    0.000    0.000    0.000 printing.py:648(<lambda>)
        2    0.000    0.000    0.000    0.000 opt.py:4636(__init__)
       17    0.000    0.000    0.000    0.000 misc.py:169(_datacopied)
        2    0.000    0.000    0.000    0.000 {built-in method tmprgyc0e8x.m60a068f5e4bfe48344c4e636f49e249da0f0a2df673bf7ffb57b86690cf56e0d.instantiate}
       16    0.000    0.000    0.000    0.000 mmalobj.py:692(inputs)
        4    0.000    0.000    0.000    0.000 {built-in method tmp8iguao6m.m1f456284222bf25c12eeaf92d8a7531647d5b23901273177e0e8e3b445d15dd9.instantiate}
        1    0.000    0.000    0.000    0.000 nnet.py:411(Softmax)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3234(ParseExpression)
        4    0.000    0.000    0.000    0.000 topology.py:704(<listcomp>)
        1    0.000    0.000    0.000    0.000 basic.py:6411(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:2527(vectorize)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3576(lognorm_gen)
        4    0.000    0.000    0.000    0.000 {built-in method tmpfw07j_zx.m5895f6a5629b0b8932a4fb24855acb24a3f577c6ebd4427a7dfca9bbd8e1a4a2.instantiate}
        1    0.000    0.000    0.000    0.000 op.py:1133(OpenMPOp)
        1    0.000    0.000    0.000    0.000 raw_random.py:924(RandomStreamsBase)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
        1    0.000    0.000    0.000    0.000 synchronize.py:211(Condition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 opt.py:175(SeqOptimizer)
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:3780(Split)
        1    0.000    0.000    0.003    0.003 request.py:881(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 test_dimension_scales.py:136(TestDimensionsHighLevel)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 generic.py:132(_default_selem)
        1    0.000    0.000   15.258   15.258 models.py:295(model_from_config)
        1    0.000    0.000    0.000    0.000 _ode.py:1112(dop853)
        1    0.000    0.000    0.000    0.000 _marching_cubes_lewiner_luts.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:314(CDLL)
        4    0.000    0.000    0.000    0.000 rng_mrg.py:801(n_streams)
        3    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 pathlib.py:468(_Selector)
        1    0.000    0.000    0.000    0.000 cmodule.py:2052(<listcomp>)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 basic.py:404(<listcomp>)
        1    0.000    0.000    0.001    0.001 configdefaults.py:1898(default_compiledir)
        1    0.000    0.000    0.001    0.001 nnet.py:811(softmax)
        1    0.000    0.000    0.000    0.000 datetime.py:935(tzinfo)
        1    0.000    0.000    0.000    0.000 printing.py:277(Print)
        1    0.000    0.000    0.000    0.000 basic.py:1629(SpSum)
        1    0.000    0.000    0.000    0.000 opt.py:2297(EquilibriumOptimizer)
        6    0.000    0.000    0.000    0.000 case.py:119(expectedFailure)
        1    0.000    0.000    0.000    0.000 encoders.py:1027(PiMultiImageEncoder)
        1    0.000    0.000    0.000    0.000 camera.py:300(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:1890(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 camera.py:3364(_get_hflip)
        5    0.000    0.000    0.000    0.000 constructor.py:151(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 _multivariate.py:178(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 threading.py:367(Semaphore)
        1    0.000    0.000    0.000    0.000 argparse.py:869(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1988(genpareto_gen)
       17    0.000    0.000    0.000    0.000 numerictypes.py:1016(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method tmpg9e40cb8.mf01066ea5803c75c8472fb56c48ec3fc6a27970598ebbfe68ce8fec76ff9cda1.instantiate}
        1    0.000    0.000    0.000    0.000 rbf.py:57(Rbf)
        1    0.000    0.000    0.000    0.000 opt.py:1289(LocalOptGroup)
        1    0.000    0.000    0.000    0.000 mmal.py:1302(MMAL_PARAMETER_CAMERA_RX_CONFIG_T)
        1    0.000    0.000    0.000    0.000 core.py:731(Dense)
        1    0.000    0.000    0.000    0.000 toolbox.py:214(Feature)
        1    0.000    0.000    0.000    0.000 test_dataset.py:675(TestStrings)
        1    0.000    0.000    0.394    0.394 gradient.py:977(_populate_grad_dict)
        1    0.000    0.000    0.000    0.000 basic.py:5051(Flatten)
        3    0.000    0.000    0.000    0.000 {method 'from_buffer_copy' of '_ctypes.PyCStructType' objects}
        1    0.000    0.000    0.002    0.002 var.py:277(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1122(__init__)
        1    0.000    0.000    0.000    0.000 _cubic.py:228(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 convolutional.py:1040(SeparableConv2D)
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 op.py:49(CLinkerObject)
        1    0.000    0.000    0.000    0.000 colors.py:85(<dictcomp>)
        1    0.000    0.000    0.000    0.000 common.py:48(TestCase)
        3    0.000    0.000    0.000    0.000 getlimits.py:88(_str_eps)
        1    0.000    0.000    0.003    0.003 var.py:766(ones_like)
        1    0.000    0.000    0.000    0.000 test_dataset_getitem.py:276(Test1DZeroFloat)
        1    0.000    0.000    0.000    0.000 bcm_host.py:337(_YUV)
        1    0.000    0.000    0.000    0.000 array.py:133(PiArrayOutput)
        4    0.000    0.000    0.000    0.000 {built-in method tmp0aab6vsq.m695ed487a61a68422743fd15492af544f66181d203c4b57bcd18b9c15214a76d.instantiate}
        1    0.000    0.000    0.000    0.000 _frangi.py:1(<module>)
        9    0.000    0.000    0.000    0.000 function_module.py:1607(<listcomp>)
        1    0.000    0.000    0.000    0.000 reduction.py:32(ForkingPickler)
        1    0.000    0.000    0.000    0.000 core.py:2617(MaskedIterator)
        1    0.000    0.000    0.000    0.000 scan_opt.py:662(PushOutScanOutput)
        1    0.000    0.000    0.000    0.000 basic.py:403(<listcomp>)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:373(<dictcomp>)
        1    0.000    0.000    0.000    0.000 basic_scipy.py:562(J0)
        1    0.000    0.000    0.000    0.000 tarfile.py:602(_FileInFile)
        3    0.000    0.000    0.001    0.000 opt.py:440(register)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 core.py:6361(_extrema_operation)
        1    0.000    0.000    0.000    0.000 __init__.py:256(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 context.py:39(cpu_count)
        1    0.000    0.000    0.000    0.000 common.py:162(<listcomp>)
        1    0.000    0.000    0.000    0.000 inc_code.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convolutional.py:592(Conv2DTranspose)
        1    0.000    0.000    0.000    0.000 vm.py:692(VM_Linker)
        1    0.000    0.000    0.002    0.002 cyaml.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nlinalg.py:265(Eig)
        4    0.000    0.000    0.000    0.000 {built-in method tmp6lmg695r.mebd24885add8a31967819d822d0fd717318891413c2dbffe194e176301dd3e45.instantiate}
        1    0.000    0.000    0.000    0.000 blas_c.py:599(CGemv)
        1    0.000    0.000    0.000    0.000 calendar.py:67(_localized_day)
        1    0.000    0.000    0.000    0.000 interface.py:450(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 extras.py:1494(__init__)
        2    0.000    0.000    0.000    0.000 ops.py:388(<lambda>)
        2    0.000    0.000    0.000    0.000 opt.py:152(optimizer)
        4    0.000    0.000    0.000    0.000 op.py:1244(apply_meth)
        1    0.000    0.000    0.405    0.405 optimizers.py:72(get_gradients)
        1    0.000    0.000    0.000    0.000 raw_random.py:102(RandomFunction)
        1    0.000    0.000    0.001    0.001 configparser.py:1283(ConverterMapping)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 util.py:136(register_after_fork)
        1    0.000    0.000    0.000    0.000 opt.py:1128(LocalMetaOptimizer)
        1    0.000    0.000    0.001    0.001 configparser.py:520(LegacyInterpolation)
        4    0.000    0.000    0.000    0.000 {built-in method tmplm00nvzr.m99a52e628129d99ca49bc6c0fabd584cf87ba03989c620543663946d2796c535.instantiate}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2689(gumbel_l_gen)
       10    0.000    0.000    0.000    0.000 pfunc.py:433(<listcomp>)
        1    0.000    0.000    0.000    0.000 opt.py:150(InplaceElemwiseOptimizer)
        1    0.000    0.000    0.000    0.000 base.py:87(CommonStateObject)
        1    0.000    0.000    0.030    0.030 __init__.py:888(rc_params)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 subtensor.py:1685(AdvancedSubtensor1)
        1    0.000    0.000    0.000    0.000 ops.py:647(Rebroadcast)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(finfo)
        1    0.000    0.000    0.000    0.000 callbacks.py:25(CallbackList)
        1    0.000    0.000    0.000    0.000 data_utils.py:454(OrderedEnqueuer)
        1    0.000    0.000    0.000    0.000 array.py:834(PiArrayTransform)
        1    0.000    0.000    0.001    0.001 datatype.py:21(Datatype)
        1    0.000    0.000    0.000    0.000 ordered_set.py:71(OrderedSet)
        1    0.000    0.000    0.000    0.000 nnet.py:602(LogSoftmax)
        1    0.000    0.000    0.000    0.000 heap.py:99(Heap)
        1    0.000    0.000    0.000    0.000 colors.py:275(ColorConverter)
        1    0.000    0.000    0.000    0.000 cmodule.py:129(DynamicModule)
        1    0.000    0.000    0.000    0.000 mmalobj.py:239(PiResolution)
        1    0.000    0.000    0.000    0.000 core.py:72(Dropout)
        1    0.000    0.000    0.000    0.000 basic.py:3551(Tanh)
        3    0.000    0.000    0.000    0.000 getlimits.py:92(_str_epsneg)
        1    0.000    0.000    0.000    0.000 random.py:648(SystemRandom)
        1    0.000    0.000    0.000    0.000 npyio.py:718(_getconv)
        1    0.000    0.000    0.000    0.000 mmal.py:399(_MMAL_CLOCK_EVENT_DATA)
        3    0.000    0.000    0.000    0.000 {built-in method tmpn2knocdp.m0474b9dbdbfa1d68f25bb48bee5eb1411fa46dd08cfec8ce13d77d8ad47d3cb2.instantiate}
        1    0.000    0.000    0.000    0.000 blas.py:1526(Dot22)
        9    0.000    0.000    0.000    0.000 mmalobj.py:1006(_set_opaque_subformat)
        1    0.000    0.000    0.000    0.000 camera.py:2257(_get_resolution)
        4    0.000    0.000    0.000    0.000 initializers.py:437(_compute_fans)
        1    0.000    0.000    0.000    0.000 camera.py:2771(_set_iso)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 blas.py:1404(GemmOptimizer)
        1    0.000    0.000    0.000    0.000 basic.py:402(<listcomp>)
        1    0.000    0.000    0.000    0.000 unique.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1135(expon_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 embeddings.py:11(Embedding)
        1    0.000    0.000    0.000    0.000 pickle.py:219(_Unframer)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        2    0.000    0.000    0.000    0.000 basic.py:1496(__init__)
        1    0.000    0.000    0.001    0.001 _multivariate.py:2926(__init__)
        1    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 __init__.py:671(Filterer)
        1    0.000    0.000    0.000    0.000 mmal.py:1632(MMAL_PARAMETER_VIDEO_DRM_PROTECT_BUFFER_T)
        4    0.000    0.000    0.000    0.000 {built-in method tmph193vpiw.mbf603e414396181d78ebdc7b7f3292b9a15629083c2e0aa4d31d71596ce9c1a4.instantiate}
        1    0.000    0.000    0.000    0.000 __init__.py:989(FileHandler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3420(logistic_gen)
        6    0.000    0.000    0.000    0.000 basic.py:580(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1444(IPv4Network)
        1    0.000    0.000    0.000    0.000 encoders.py:1140(PiRawImageMixin)
        7    0.000    0.000    0.000    0.000 reduction.py:42(register)
        1    0.000    0.000    0.000    0.000 interface.py:570(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 debugmode.py:2435(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 nnet.py:2104(Prepend_scalar_constant_to_each_row)
        1    0.000    0.000    0.000    0.000 mmal.py:125(MMAL_RECT_T)
        1    0.000    0.000    0.000    0.000 mmal.py:1126(MMAL_PARAMETER_CAMERA_SETTINGS_T)
        3    0.000    0.000    0.000    0.000 params_type.py:254(<setcomp>)
        1    0.000    0.000    0.000    0.000 opt.py:5765(local_neg_neg)
        1    0.000    0.000    0.000    0.000 array.py:696(PiYUVAnalysis)
        6    0.000    0.000    0.000    0.000 basic.py:1405(<genexpr>)
        1    0.000    0.000    0.000    0.000 advanced_activations.py:49(PReLU)
        1    0.000    0.000    0.000    0.000 camera.py:2869(_set_video_stabilization)
        1    0.000    0.000    0.000    0.000 index_tricks.py:536(ndindex)
        7    0.000    0.000    0.000    0.000 cmodule.py:1595(get_gcc_shared_library_arg)
        1    0.000    0.000    0.000    0.000 configdefaults.py:1677(local_bitwidth)
        4    0.000    0.000    0.000    0.000 mmalobj.py:1480(<lambda>)
        1    0.000    0.000    0.000    0.000 gzip.py:375(_GzipReader)
        1    0.000    0.000    0.000    0.000 test_dataset.py:839(TestFloats)
        1    0.000    0.000    0.000    0.000 colors.py:849(Normalize)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1274(dirichlet_gen)
